Type of Product,Date of Purchase,Time of Purchase,Cost of Purchase,Qty of Purchase,With Promotion,Customer ID,Seller Brand,Seller ID,Rating,Time Taken for Transaction (s)
Sports and Outdoors,05/12/2021,2023-03-18 19:19:46.252586,652.69,8,0,21260,Nike,715,5,9.48
Electronics,08/02/2020,2023-03-18 19:49:00.252588,721.36,10,1,88270,Samsung,779,1,113.7
Electronics,27/06/2020,2023-03-18 18:01:59.252589,97.03,8,0,46739,Apple,665,2,112.99
Baby and Toys,24/03/2021,2023-03-18 19:41:54.252591,208.08,4,0,87342,Fisher-Price,887,2,93.78
Groceries,27/11/2021,2023-03-18 18:46:00.252592,700.15,3,0,45101,Unilever,796,1,104.91
Sports and Outdoors,18/07/2021,2023-03-18 18:36:06.252594,16.93,5,1,43496,Adidas,929,4,2.77
Electronics,02/04/2021,2023-03-18 20:04:13.252596,508.99,6,0,46977,Apple,819,2,112.23
Fitness,03/12/2021,2023-03-18 18:21:34.252597,602.69,1,0,37358,Reebok,851,2,49.25
Fitness,03/02/2021,2023-03-18 20:16:44.252599,270.14,7,1,51605,Adidas,878,5,99.08
Groceries,20/04/2020,2023-03-18 18:19:01.252601,403.86,7,0,49970,Nestle,202,1,89.83
Household Essentials,14/09/2020,2023-03-18 18:25:16.252602,388.23,4,0,14864,Unilever,330,1,70.38
Groceries,13/08/2020,2023-03-18 20:19:02.252604,756.76,7,0,89389,Unilever,712,1,17.64
Electronics,07/12/2021,2023-03-18 20:14:23.252605,672.53,10,0,64444,Sony,932,4,116.29
Sports and Outdoors,31/05/2021,2023-03-18 19:13:36.252607,775.04,1,1,77665,Puma,225,3,1.83
Home and Living,08/09/2021,2023-03-18 17:56:35.252609,618.04,2,0,75816,H&M Home,435,5,34.43
Sports and Outdoors,05/04/2021,2023-03-18 18:33:34.252610,744.59,4,1,29370,Nike,100,1,68.6
Household Essentials,29/12/2021,2023-03-18 18:24:27.252612,755.9,3,1,67051,P&G,549,5,18.74
Home and Living,13/12/2021,2023-03-18 18:45:46.252613,918.44,9,1,88576,H&M Home,675,5,26.48
Groceries,28/09/2020,2023-03-18 19:20:07.252615,531.22,8,1,81588,Nestle,744,4,57.47
Electronics,11/04/2021,2023-03-18 18:21:16.252616,726.99,7,0,31442,Nokia,433,5,28.67
Electronics,05/01/2020,2023-03-18 17:45:37.252618,499.13,3,0,92766,LG,362,5,41.94
Sports and Outdoors,02/12/2020,2023-03-18 19:49:16.252620,992.56,4,0,68185,Nike,730,5,48.86
Fitness,18/06/2020,2023-03-18 19:09:12.252621,590.77,10,1,79883,Fitbit,831,1,98.03
Household Essentials,26/02/2021,2023-03-18 18:56:51.252623,270.94,1,1,48839,Unilever,877,1,94.77
Groceries,05/07/2021,2023-03-18 19:51:50.252625,617.13,1,1,72895,Nestle,749,2,116.08
Groceries,04/09/2020,2023-03-18 20:01:47.252626,590.19,3,0,65871,Nestle,137,3,23.45
Beauty and Personal Care,17/02/2022,2023-03-18 17:43:07.252628,691.86,2,0,35291,Colgate,151,5,59.57
Fitness,02/01/2021,2023-03-18 17:59:45.252630,19.94,7,1,71850,Adidas,359,2,91.79
Fitness,07/02/2020,2023-03-18 19:15:06.252631,731.12,8,0,27001,Reebok,429,4,9.56
Home and Living,17/10/2020,2023-03-18 18:06:43.252633,901.13,1,1,81150,H&M Home,644,2,108.54
Beauty and Personal Care,27/04/2020,2023-03-18 20:05:19.252635,246.46,7,1,84389,Loreal,670,1,35.19
Groceries,11/01/2020,2023-03-18 20:16:35.252636,512.93,5,0,64977,Unilever,575,5,53.65
Baby and Toys,31/05/2020,2023-03-18 18:34:02.252638,568.55,2,1,39606,Fisher-Price,374,2,21.81
Electronics,30/06/2021,2023-03-18 20:26:13.252639,616.57,7,0,19899,Apple,328,2,113.23
Beauty and Personal Care,04/08/2020,2023-03-18 19:19:16.252641,728.2,1,0,84333,Colgate,363,4,117.61
Home and Living,19/01/2021,2023-03-18 19:22:41.252642,31.58,5,1,67393,IKEA,482,5,77.22
Baby and Toys,09/04/2020,2023-03-18 17:48:35.252644,486.65,7,1,54772,Fisher-Price,518,4,50.67
Home and Living,16/06/2020,2023-03-18 19:06:12.252646,811.95,7,1,72649,IKEA,698,1,118.68
Household Essentials,10/12/2020,2023-03-18 18:02:37.252647,641.76,1,0,88826,P&G,315,3,2.65
Fitness,23/07/2021,2023-03-18 19:12:16.252649,10.82,9,0,61618,Fitbit,774,4,94.18
Baby and Toys,27/03/2021,2023-03-18 19:44:05.252651,951.46,6,0,97169,Fisher-Price,450,5,23.01
Baby and Toys,17/11/2021,2023-03-18 18:52:37.252652,698.81,4,1,58662,Fisher-Price,837,5,77.39
Fitness,26/09/2020,2023-03-18 20:19:51.252654,793.77,6,1,69031,Reebok,197,5,63.27
Household Essentials,27/05/2021,2023-03-18 18:57:58.252656,713.68,1,0,35344,P&G,165,4,38.83
Baby and Toys,10/11/2020,2023-03-18 18:51:28.252657,230.74,2,0,89923,Fisher-Price,466,3,110.48
Groceries,30/11/2020,2023-03-18 19:51:53.252659,498.85,4,1,44540,Unilever,819,4,9.74
Home and Living,10/07/2021,2023-03-18 17:44:36.252660,905.61,1,1,42658,IKEA,756,2,4.75
Electronics,13/02/2020,2023-03-18 19:25:33.252662,434.79,3,0,41231,Sony,608,2,79.57
Beauty and Personal Care,21/01/2022,2023-03-18 18:09:52.252664,14.74,3,1,40954,Loreal,308,1,48.83
Baby and Toys,24/03/2020,2023-03-18 18:38:49.252665,620.22,10,0,60184,Fisher-Price,250,2,49.4
Sports and Outdoors,10/04/2021,2023-03-18 19:19:41.252667,717.0,7,0,70672,Adidas,755,1,8.8
Baby and Toys,16/01/2020,2023-03-18 17:45:52.252669,557.9,9,1,82397,Fisher-Price,248,5,46.71
Sports and Outdoors,04/03/2020,2023-03-18 18:22:59.252670,67.11,4,0,83426,Puma,690,3,33.0
Home and Living,04/09/2021,2023-03-18 18:33:30.252672,450.17,10,1,59693,H&M Home,554,3,118.44
Beauty and Personal Care,30/03/2021,2023-03-18 18:50:35.252673,264.79,6,1,70679,Colgate,662,1,63.69
Baby and Toys,20/05/2021,2023-03-18 18:13:25.252675,336.24,10,0,29616,Fisher-Price,404,1,6.65
Sports and Outdoors,24/01/2022,2023-03-18 18:35:39.252676,550.01,5,0,22703,Puma,418,2,69.31
Fitness,30/09/2021,2023-03-18 18:06:55.252678,780.03,5,0,27320,Fitbit,275,4,23.43
Baby and Toys,10/01/2021,2023-03-18 17:52:28.252680,375.02,8,0,54027,Fisher-Price,724,1,74.91
Sports and Outdoors,11/10/2021,2023-03-18 17:52:17.252681,261.13,7,0,32329,Nike,958,1,24.24
Electronics,25/03/2021,2023-03-18 20:11:18.252683,800.59,6,1,81368,LG,963,2,48.73
Groceries,30/10/2021,2023-03-18 17:45:10.252684,252.74,6,1,57375,Unilever,565,5,114.72
Groceries,07/01/2022,2023-03-18 18:22:09.252686,711.09,3,1,95077,Nestle,142,4,49.5
Beauty and Personal Care,04/01/2022,2023-03-18 18:36:12.252688,554.53,1,1,17611,Colgate,886,1,36.63
Sports and Outdoors,09/07/2021,2023-03-18 19:38:06.252689,534.44,6,0,91584,Nike,234,4,92.98
Home and Living,09/07/2021,2023-03-18 18:28:10.252691,593.89,6,1,88338,H&M Home,922,3,6.88
Baby and Toys,05/05/2020,2023-03-18 19:37:37.252692,781.6,9,0,52568,Fisher-Price,968,2,109.17
Beauty and Personal Care,07/09/2021,2023-03-18 19:06:42.252694,636.55,2,1,87311,Unilever,406,2,23.99
Electronics,21/07/2021,2023-03-18 19:47:39.252695,728.31,10,0,67650,Samsung,630,2,80.33
Beauty and Personal Care,26/07/2020,2023-03-18 19:03:18.252697,893.25,7,0,90080,Loreal,506,2,13.34
Home and Living,10/03/2020,2023-03-18 18:37:09.252699,435.01,3,0,90161,H&M Home,865,2,98.39
Electronics,11/01/2021,2023-03-18 18:46:37.252700,71.88,10,1,27658,Nokia,628,1,15.45
Groceries,21/06/2021,2023-03-18 19:44:43.252702,277.63,2,1,60048,Nestle,290,2,90.83
Beauty and Personal Care,01/03/2020,2023-03-18 18:23:33.252703,409.47,3,1,49478,Colgate,365,4,16.07
Home and Living,01/11/2020,2023-03-18 18:51:29.252705,818.55,6,1,89391,H&M Home,292,1,118.23
Electronics,19/05/2020,2023-03-18 19:01:05.252707,394.51,5,1,82339,Samsung,437,5,24.97
Baby and Toys,19/03/2020,2023-03-18 19:12:16.252708,327.88,4,0,72270,Fisher-Price,799,1,78.24
Sports and Outdoors,23/11/2021,2023-03-18 20:03:55.252710,239.63,2,1,86602,Adidas,853,5,1.25
Household Essentials,07/09/2021,2023-03-18 17:44:53.252711,805.24,6,1,50869,Unilever,311,3,39.31
Groceries,29/08/2020,2023-03-18 19:37:41.252713,398.24,8,0,14383,Nestle,358,5,90.85
Electronics,10/06/2020,2023-03-18 19:06:13.252714,584.09,6,1,63105,LG,955,4,39.16
Home and Living,23/08/2020,2023-03-18 18:06:45.252716,683.74,8,1,13002,H&M Home,107,5,109.44
Fitness,19/07/2020,2023-03-18 20:21:25.252718,770.56,5,1,77368,Adidas,144,5,58.3
Electronics,12/08/2021,2023-03-18 18:36:37.252720,918.52,4,1,30841,Apple,733,3,98.78
Electronics,09/02/2021,2023-03-18 18:25:25.252722,575.38,1,0,25507,Apple,185,5,95.15
Fitness,07/03/2021,2023-03-18 17:58:54.252724,442.82,5,0,13785,Fitbit,336,2,68.83
Sports and Outdoors,05/03/2021,2023-03-18 20:14:49.252725,468.21,9,1,35064,Adidas,972,5,100.06
Beauty and Personal Care,20/05/2021,2023-03-18 19:29:44.252727,322.45,5,1,44357,Loreal,596,1,78.93
Household Essentials,11/02/2021,2023-03-18 17:58:51.252728,257.5,10,0,31341,P&G,713,2,8.29
Fitness,28/12/2021,2023-03-18 20:01:40.252730,987.4,2,0,43532,Fitbit,127,3,38.12
Home and Living,23/09/2020,2023-03-18 17:57:02.252732,408.06,10,0,77482,IKEA,342,3,95.62
Sports and Outdoors,06/01/2022,2023-03-18 19:25:29.252733,116.94,3,1,94230,Adidas,509,4,35.18
Household Essentials,31/12/2021,2023-03-18 19:34:54.252735,148.73,4,1,14824,P&G,370,2,29.75
Electronics,14/01/2020,2023-03-18 17:46:30.252736,811.53,4,1,39882,Nokia,149,2,52.19
Beauty and Personal Care,29/06/2021,2023-03-18 18:12:56.252738,43.11,1,1,26030,Colgate,773,4,21.37
Fitness,18/01/2020,2023-03-18 19:20:40.252739,959.34,6,1,29774,Puma,931,2,71.24
Sports and Outdoors,01/12/2020,2023-03-18 17:48:48.252741,19.59,6,0,38072,Nike,568,1,76.43
Groceries,10/09/2020,2023-03-18 17:56:12.252742,929.39,2,1,91986,Nestle,501,5,14.18
Fitness,11/09/2021,2023-03-18 19:21:50.252744,270.94,1,0,88062,Fitbit,946,4,85.97
Groceries,06/05/2021,2023-03-18 18:03:43.252746,467.0,3,0,86645,Nestle,358,4,92.23
Sports and Outdoors,28/06/2020,2023-03-18 17:56:35.252747,634.4,6,0,82664,Adidas,229,3,43.69
Groceries,25/08/2020,2023-03-18 20:27:07.252749,558.47,3,1,54642,Unilever,136,3,96.89
Fitness,06/08/2021,2023-03-18 20:05:44.252750,878.81,9,1,67099,Reebok,524,4,90.27
Groceries,21/10/2021,2023-03-18 18:00:19.252752,688.21,8,0,66866,Nestle,757,2,29.25
Baby and Toys,09/07/2021,2023-03-18 19:56:12.252753,4.71,10,0,75458,Fisher-Price,263,3,3.12
Electronics,20/01/2020,2023-03-18 20:20:51.252755,378.24,9,0,78743,Nokia,713,3,105.59
Household Essentials,22/01/2021,2023-03-18 18:02:49.252757,644.21,7,0,15733,Unilever,980,2,85.32
Beauty and Personal Care,29/12/2021,2023-03-18 18:54:05.252758,824.54,8,1,15890,Loreal,947,1,30.22
Baby and Toys,24/12/2021,2023-03-18 18:27:41.252760,343.32,9,0,86848,Fisher-Price,910,2,62.94
Electronics,02/12/2021,2023-03-18 17:47:43.252762,174.77,7,0,19968,Sony,989,2,63.28
Fitness,24/02/2021,2023-03-18 19:44:24.252763,931.57,6,1,24375,Fitbit,569,1,62.65
Fitness,08/03/2021,2023-03-18 18:36:05.252765,501.78,7,0,98901,Fitbit,869,2,100.25
Sports and Outdoors,02/06/2021,2023-03-18 17:59:06.252767,193.66,3,1,54951,Nike,715,3,93.72
Home and Living,25/11/2020,2023-03-18 19:34:51.252768,367.71,5,1,93526,IKEA,958,2,107.54
Beauty and Personal Care,21/02/2021,2023-03-18 18:25:59.252770,451.08,8,0,68441,Unilever,274,2,90.93
Baby and Toys,01/05/2021,2023-03-18 17:54:23.252771,881.1,3,1,92744,Fisher-Price,757,4,77.92
Sports and Outdoors,07/06/2020,2023-03-18 18:16:32.252773,5.42,3,1,66371,Puma,709,4,71.79
Groceries,16/04/2020,2023-03-18 18:14:41.252775,347.74,8,0,92108,Nestle,419,5,83.56
Home and Living,12/07/2021,2023-03-18 18:45:35.252776,630.89,10,0,11971,H&M Home,626,5,119.52
Electronics,07/05/2020,2023-03-18 17:55:54.252778,921.38,6,0,48807,LG,500,3,1.98
Home and Living,03/02/2020,2023-03-18 20:07:23.252779,933.86,6,0,61012,IKEA,523,2,103.08
Baby and Toys,05/07/2020,2023-03-18 19:57:09.252781,568.74,4,1,78271,Fisher-Price,786,2,65.36
Household Essentials,04/05/2021,2023-03-18 19:12:41.252782,971.14,9,0,85565,Unilever,994,3,78.99
Fitness,10/02/2021,2023-03-18 18:36:43.252784,704.0,3,1,67989,Reebok,996,2,117.87
Fitness,15/05/2021,2023-03-18 18:10:14.252786,251.18,5,1,48847,Reebok,533,1,62.13
Sports and Outdoors,11/10/2020,2023-03-18 18:55:56.252787,620.4,10,1,71867,Puma,754,3,38.49
Baby and Toys,12/10/2020,2023-03-18 17:57:39.252789,186.14,9,0,88535,Fisher-Price,455,4,57.24
Household Essentials,15/02/2022,2023-03-18 19:10:34.252791,650.29,6,1,85609,Unilever,155,1,53.66
Household Essentials,18/04/2021,2023-03-18 18:20:57.252792,691.01,2,1,61114,Unilever,497,2,58.02
Beauty and Personal Care,03/11/2021,2023-03-18 20:19:00.252794,775.53,5,1,77159,Loreal,461,3,70.9
Sports and Outdoors,11/01/2022,2023-03-18 18:20:57.252795,959.11,3,1,45134,Nike,746,3,58.83
Groceries,08/10/2021,2023-03-18 20:08:03.252797,193.8,10,0,11954,Nestle,850,5,42.41
Sports and Outdoors,08/02/2022,2023-03-18 20:05:21.252799,296.77,2,0,90935,Adidas,819,3,28.75
Electronics,07/12/2021,2023-03-18 19:47:27.252800,422.84,4,1,94734,Sony,627,5,72.64
Groceries,19/11/2021,2023-03-18 18:55:12.252802,499.0,9,1,45794,Unilever,588,2,29.85
Beauty and Personal Care,17/06/2021,2023-03-18 18:02:50.252804,446.84,9,0,88573,Unilever,862,4,100.2
Beauty and Personal Care,13/04/2021,2023-03-18 19:03:38.252805,221.31,9,1,52927,Loreal,552,1,25.89
Home and Living,09/03/2020,2023-03-18 20:16:02.252807,315.27,2,0,34561,IKEA,282,2,53.82
Electronics,15/09/2020,2023-03-18 17:48:18.252808,839.0,1,0,91860,Apple,307,1,87.08
Groceries,28/04/2020,2023-03-18 18:56:31.252810,811.18,6,0,38614,Nestle,513,2,79.9
Household Essentials,25/03/2020,2023-03-18 18:13:00.252812,723.51,8,1,85108,P&G,379,2,115.02
Beauty and Personal Care,28/09/2020,2023-03-18 19:28:18.252813,360.46,10,0,44292,Loreal,718,3,12.75
Fitness,12/06/2021,2023-03-18 18:31:30.252815,593.6,6,0,98560,Fitbit,385,2,56.85
Baby and Toys,05/06/2021,2023-03-18 18:02:17.252816,774.99,9,1,49988,Fisher-Price,378,3,9.41
Baby and Toys,18/02/2021,2023-03-18 17:57:07.252818,50.3,8,1,47721,Fisher-Price,237,5,102.44
Groceries,28/01/2020,2023-03-18 18:50:59.252820,491.2,3,1,22884,Nestle,373,5,43.63
Sports and Outdoors,28/04/2021,2023-03-18 18:30:45.252821,87.49,4,1,44281,Puma,490,5,13.95
Baby and Toys,19/11/2021,2023-03-18 19:08:36.252823,289.82,4,0,65302,Fisher-Price,826,5,9.68
Fitness,21/06/2021,2023-03-18 18:52:59.252824,303.15,9,0,97654,Fitbit,724,4,88.26
Household Essentials,11/02/2021,2023-03-18 17:44:24.252826,39.78,6,1,63148,P&G,809,4,70.53
Sports and Outdoors,26/04/2020,2023-03-18 19:36:43.252827,539.44,4,0,78974,Adidas,857,3,85.54
Household Essentials,20/11/2021,2023-03-18 17:58:00.252829,815.85,9,0,41614,Unilever,654,1,21.7
Groceries,23/09/2021,2023-03-18 18:33:08.252831,934.13,7,0,99344,Nestle,111,5,77.45
Beauty and Personal Care,07/05/2021,2023-03-18 17:50:53.252832,504.62,7,1,44415,Loreal,508,2,58.59
Home and Living,05/03/2021,2023-03-18 18:51:35.252834,570.91,2,0,38886,H&M Home,651,3,83.96
Household Essentials,03/07/2021,2023-03-18 18:21:30.252835,694.74,6,1,95116,P&G,551,4,72.21
Groceries,18/04/2020,2023-03-18 20:01:49.252837,46.0,1,0,38583,Nestle,396,4,68.0
Fitness,14/03/2020,2023-03-18 20:13:50.252839,557.73,9,0,74306,Adidas,421,1,7.07
Sports and Outdoors,16/02/2020,2023-03-18 19:26:47.252840,226.56,5,1,79196,Adidas,827,3,72.91
Baby and Toys,09/03/2020,2023-03-18 19:29:04.252842,719.77,9,0,81281,Fisher-Price,969,3,91.7
Fitness,02/01/2022,2023-03-18 20:26:00.252843,366.61,7,1,31195,Fitbit,479,3,98.36
Fitness,04/06/2021,2023-03-18 19:44:10.252845,275.68,3,0,54248,Adidas,329,5,23.38
Home and Living,21/09/2021,2023-03-18 19:25:23.252846,879.11,7,0,36404,H&M Home,216,2,60.66
Sports and Outdoors,09/04/2021,2023-03-18 18:51:12.252848,431.06,10,0,37940,Adidas,408,4,43.16
Home and Living,25/11/2021,2023-03-18 20:14:20.252850,13.42,7,0,65212,H&M Home,248,4,0.43
Household Essentials,12/01/2022,2023-03-18 18:46:27.252851,561.22,4,1,86695,P&G,936,5,83.84
Groceries,26/01/2020,2023-03-18 18:43:16.252853,970.99,1,0,28702,Unilever,763,4,46.76
Household Essentials,03/12/2020,2023-03-18 19:07:02.252855,44.59,3,1,40981,Unilever,464,4,19.0
Sports and Outdoors,07/03/2021,2023-03-18 18:10:28.252857,412.85,2,1,46785,Adidas,202,2,94.54
Groceries,13/02/2022,2023-03-18 19:44:22.252859,649.4,2,1,79117,Nestle,778,1,33.49
Home and Living,07/10/2020,2023-03-18 18:42:04.252860,457.35,4,1,92145,IKEA,272,5,48.52
Fitness,25/12/2021,2023-03-18 18:14:28.252862,466.94,3,1,18278,Reebok,229,4,108.37
Home and Living,19/09/2020,2023-03-18 19:43:03.252863,970.51,2,0,94652,IKEA,778,3,15.06
Home and Living,15/01/2020,2023-03-18 18:52:45.252865,913.84,1,0,85261,H&M Home,202,3,15.0
Groceries,25/09/2021,2023-03-18 20:22:11.252867,935.3,1,1,29315,Nestle,532,3,9.65
Baby and Toys,20/07/2021,2023-03-18 18:44:40.252868,135.25,9,1,42709,Fisher-Price,295,2,51.61
Baby and Toys,13/08/2021,2023-03-18 20:11:28.252870,727.96,7,1,86363,Fisher-Price,431,1,81.38
Fitness,04/04/2020,2023-03-18 19:12:20.252871,727.86,10,1,42790,Puma,680,3,36.34
Fitness,24/03/2020,2023-03-18 19:29:30.252873,876.16,1,1,92039,Adidas,727,1,13.37
Household Essentials,21/07/2021,2023-03-18 19:20:13.252875,507.93,3,1,89611,P&G,738,4,112.04
Baby and Toys,27/09/2021,2023-03-18 19:14:27.252876,316.69,7,0,36917,Fisher-Price,332,1,38.65
Sports and Outdoors,23/06/2021,2023-03-18 18:15:24.252878,968.08,4,1,65711,Adidas,501,1,28.14
Beauty and Personal Care,03/10/2021,2023-03-18 20:16:01.252880,741.33,4,0,37305,Unilever,556,5,95.7
Baby and Toys,13/11/2020,2023-03-18 20:05:05.252882,142.78,7,1,13263,Fisher-Price,937,5,15.93
Baby and Toys,10/05/2020,2023-03-18 20:13:53.252883,158.7,4,1,12507,Fisher-Price,972,2,110.81
Groceries,12/11/2021,2023-03-18 20:15:57.252885,536.17,8,0,67401,Unilever,267,4,79.01
Fitness,09/07/2021,2023-03-18 18:33:00.252887,450.71,3,0,70222,Fitbit,895,3,47.13
Sports and Outdoors,24/05/2021,2023-03-18 17:43:35.252888,15.28,2,1,22499,Puma,588,2,7.86
Electronics,30/01/2022,2023-03-18 18:47:34.252890,321.15,9,0,72376,Samsung,546,2,114.2
Groceries,06/10/2021,2023-03-18 20:06:14.252891,11.5,5,0,58744,Nestle,465,1,37.39
Groceries,27/02/2020,2023-03-18 20:22:21.252893,865.58,3,0,27732,Unilever,416,4,18.76
Beauty and Personal Care,25/01/2020,2023-03-18 20:17:56.252895,701.22,9,0,32816,Loreal,914,5,84.55
Fitness,24/01/2022,2023-03-18 18:35:10.252896,155.69,8,1,72162,Reebok,842,2,87.82
Baby and Toys,26/03/2020,2023-03-18 18:28:38.252898,190.56,4,1,79248,Fisher-Price,675,3,75.18
Home and Living,20/02/2021,2023-03-18 19:27:41.252899,572.3,7,0,70006,H&M Home,504,3,27.57
Electronics,28/11/2021,2023-03-18 17:52:11.252901,59.19,1,0,84337,Nokia,231,5,111.69
Beauty and Personal Care,25/01/2020,2023-03-18 18:35:35.252902,432.95,1,1,11082,Loreal,852,3,26.3
Household Essentials,19/11/2020,2023-03-18 19:36:08.252904,887.54,2,1,42785,Unilever,762,1,73.11
Groceries,25/01/2020,2023-03-18 19:58:49.252906,150.77,10,1,74147,Unilever,842,1,71.37
Fitness,15/01/2021,2023-03-18 17:53:03.252907,574.32,8,0,49814,Reebok,555,5,9.23
Sports and Outdoors,20/06/2020,2023-03-18 19:28:58.252909,229.07,2,1,93409,Nike,870,4,39.07
Electronics,20/08/2020,2023-03-18 19:00:57.252911,671.6,10,0,28269,Samsung,700,1,47.34
Groceries,10/01/2022,2023-03-18 17:53:05.252912,767.18,8,0,86401,Nestle,940,5,82.37
Baby and Toys,24/08/2021,2023-03-18 18:33:12.252914,616.97,7,0,90894,Fisher-Price,253,4,51.34
Baby and Toys,20/12/2020,2023-03-18 18:08:31.252916,384.32,6,1,61282,Fisher-Price,384,5,109.81
Fitness,08/02/2022,2023-03-18 19:28:56.252917,855.08,8,0,92505,Adidas,391,3,35.92
Sports and Outdoors,13/02/2022,2023-03-18 19:56:14.252919,119.63,3,1,20518,Adidas,227,4,54.48
Baby and Toys,07/10/2020,2023-03-18 18:19:56.252921,268.06,1,0,67664,Fisher-Price,825,2,84.82
Groceries,24/07/2020,2023-03-18 19:23:45.252922,766.34,4,0,78648,Nestle,792,5,50.93
Fitness,13/10/2021,2023-03-18 18:45:50.252924,933.51,6,1,76623,Adidas,851,4,91.61
Household Essentials,12/10/2021,2023-03-18 19:39:55.252926,101.55,6,1,28254,Unilever,923,1,63.37
Baby and Toys,09/06/2020,2023-03-18 18:41:53.252927,974.28,9,1,67064,Fisher-Price,352,1,63.17
Groceries,29/01/2020,2023-03-18 19:10:46.252929,380.22,3,0,93457,Nestle,566,3,113.47
Groceries,17/01/2022,2023-03-18 18:08:06.252930,314.75,8,1,12261,Nestle,148,4,64.55
Fitness,24/09/2020,2023-03-18 18:39:23.252932,714.28,5,0,96251,Puma,105,5,67.26
Groceries,22/08/2021,2023-03-18 18:13:08.252933,380.21,8,1,46251,Unilever,866,4,36.35
Baby and Toys,22/01/2022,2023-03-18 18:17:35.252935,502.69,7,1,47147,Fisher-Price,140,1,58.0
Household Essentials,16/02/2020,2023-03-18 19:52:39.252937,388.87,9,1,87871,Unilever,495,2,119.98
Electronics,12/01/2021,2023-03-18 18:02:45.252938,759.77,4,0,64702,LG,836,5,75.66
Household Essentials,11/01/2021,2023-03-18 19:56:41.252940,131.86,8,0,83148,Unilever,319,4,86.63
Baby and Toys,21/09/2021,2023-03-18 18:31:59.252941,655.86,6,1,32163,Fisher-Price,839,1,60.29
Fitness,17/10/2021,2023-03-18 18:46:03.252943,952.88,8,1,51932,Puma,244,2,30.4
Sports and Outdoors,13/01/2020,2023-03-18 17:58:13.252945,998.2,3,0,85062,Adidas,731,4,45.98
Fitness,27/06/2020,2023-03-18 19:28:55.252946,615.77,5,1,27304,Adidas,977,3,96.32
Baby and Toys,10/02/2022,2023-03-18 19:26:39.252948,382.65,6,1,98791,Fisher-Price,292,2,65.45
Sports and Outdoors,03/08/2020,2023-03-18 18:26:22.252949,904.96,6,1,78197,Adidas,660,2,65.78
Household Essentials,17/08/2020,2023-03-18 20:01:55.252951,317.77,2,1,63813,Unilever,150,1,50.23
Baby and Toys,10/11/2021,2023-03-18 19:42:57.252952,272.34,6,1,88796,Fisher-Price,203,5,38.22
Fitness,29/11/2020,2023-03-18 17:47:28.252954,487.05,7,1,87384,Reebok,344,1,75.35
Electronics,12/04/2021,2023-03-18 18:21:10.252956,985.94,10,1,37452,Samsung,208,2,3.91
Groceries,24/12/2020,2023-03-18 17:57:59.252957,393.1,5,1,51409,Unilever,161,5,3.5
Fitness,09/01/2020,2023-03-18 18:30:12.252959,716.0,4,0,66714,Fitbit,761,4,40.74
Baby and Toys,27/02/2022,2023-03-18 20:17:54.252960,590.84,3,0,22697,Fisher-Price,491,3,113.06
Groceries,13/02/2021,2023-03-18 17:58:45.252962,426.12,2,0,20123,Nestle,163,5,47.55
Beauty and Personal Care,05/02/2022,2023-03-18 18:14:41.252964,399.04,6,1,26219,Colgate,438,2,62.33
Sports and Outdoors,28/06/2021,2023-03-18 17:50:54.252965,674.77,9,0,93997,Adidas,859,1,119.72
Home and Living,13/05/2020,2023-03-18 17:48:35.252967,543.47,7,0,16561,H&M Home,729,2,13.16
Sports and Outdoors,08/10/2020,2023-03-18 17:54:17.252968,370.62,4,0,56693,Adidas,138,3,14.34
Fitness,18/09/2020,2023-03-18 19:27:36.252970,701.41,10,1,36043,Adidas,140,3,101.38
Baby and Toys,22/04/2020,2023-03-18 19:36:44.252971,318.96,2,0,18750,Fisher-Price,578,3,73.22
Fitness,21/10/2021,2023-03-18 18:15:56.252973,33.94,3,1,22515,Adidas,551,5,86.28
Household Essentials,12/03/2021,2023-03-18 19:12:16.252975,359.68,4,0,87265,Unilever,649,1,11.34
Groceries,09/09/2020,2023-03-18 19:13:09.252976,633.58,2,0,12764,Nestle,184,2,116.27
Household Essentials,16/04/2021,2023-03-18 17:53:34.252978,478.65,8,0,41614,Unilever,490,1,99.95
Groceries,16/01/2022,2023-03-18 20:01:36.252980,766.86,5,0,18222,Nestle,292,1,27.18
Home and Living,21/02/2021,2023-03-18 18:23:45.252981,871.99,7,1,36353,H&M Home,454,2,106.43
Household Essentials,21/08/2020,2023-03-18 18:52:31.252983,872.96,8,0,33701,P&G,540,4,110.98
Electronics,03/12/2021,2023-03-18 19:51:55.252985,655.46,5,0,55233,LG,875,1,78.4
Electronics,16/02/2022,2023-03-18 17:53:53.252986,847.94,7,0,63336,Sony,810,4,38.41
Baby and Toys,26/04/2021,2023-03-18 19:42:40.252988,483.68,9,0,48693,Fisher-Price,224,4,103.25
Beauty and Personal Care,16/03/2020,2023-03-18 20:25:50.252989,991.92,1,0,56992,Loreal,352,3,95.2
Electronics,10/09/2021,2023-03-18 19:36:55.252992,448.29,10,1,57724,Sony,754,4,33.15
Fitness,19/10/2021,2023-03-18 17:43:51.252993,296.05,4,1,14168,Puma,364,2,115.04
Baby and Toys,17/05/2021,2023-03-18 20:21:10.252995,693.33,9,0,37308,Fisher-Price,704,2,78.79
Fitness,06/04/2021,2023-03-18 17:55:30.252996,706.67,3,0,34727,Reebok,404,5,24.7
Fitness,12/01/2020,2023-03-18 18:25:34.252998,90.34,5,0,11828,Adidas,726,1,20.09
